antecedent,consequent,support,confidence,lift,department
Squash & Sweet Peas Stage 2,Pumpkin & Spinach Stage 2 Baby Food,0.00674,0.3212583412774071,16.890554220683864,babies
Pumpkin & Spinach Stage 2 Baby Food,Squash & Sweet Peas Stage 2,0.00674,0.35436382754994744,16.890554220683864,babies
Gluten Free SpongeBob Spinach Littles,Kids Sensible Foods Broccoli Littles,0.01256,0.18155536282162474,3.0939905047993306,babies
Kids Sensible Foods Broccoli Littles,Gluten Free SpongeBob Spinach Littles,0.01256,0.2140422631220177,3.0939905047993306,babies
Baby Food Stage 2 Blueberry Pear & Purple Carrot,Spinach Peas & Pear Stage 2 Baby Food,0.023,0.28048780487804875,3.6848108890968048,babies
Spinach Peas & Pear Stage 2 Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.023,0.302154492905938,3.6848108890968048,babies
Broccoli & Apple Stage 2 Baby Food,Spinach Peas & Pear Stage 2 Baby Food,0.02236,0.3506900878293601,4.607068941531268,babies
Spinach Peas & Pear Stage 2 Baby Food,Broccoli & Apple Stage 2 Baby Food,0.02236,0.2937467157120337,4.607068941531269,babies
Baby Food Stage 2 Blueberry Pear & Purple Carrot,Broccoli & Apple Stage 2 Baby Food,0.0195,0.23780487804878048,3.729687547816507,babies
Broccoli & Apple Stage 2 Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.0195,0.3058343789209536,3.7296875478165075,babies
"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Broccoli & Apple Stage 2 Baby Food",Spinach Peas & Pear Stage 2 Baby Food,0.00862,0.442051282051282,5.807294824635865,babies
"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Spinach Peas & Pear Stage 2 Baby Food",Broccoli & Apple Stage 2 Baby Food,0.00862,0.37478260869565216,5.878020839015875,babies
"Broccoli & Apple Stage 2 Baby Food, Spinach Peas & Pear Stage 2 Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.00862,0.385509838998211,4.701339499978183,babies
Broccoli & Apple Stage 2 Baby Food,"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Spinach Peas & Pear Stage 2 Baby Food",0.00862,0.1351944792973651,5.878020839015875,babies
Baby Food Stage 2 Blueberry Pear & Purple Carrot,Apple and Carrot Stage 2 Baby Food,0.01394,0.16999999999999998,4.224652087475149,babies
Apple and Carrot Stage 2 Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.01394,0.34642147117296224,4.224652087475149,babies
Apple and Carrot Stage 2 Baby Food,Spinach Peas & Pear Stage 2 Baby Food,0.01214,0.30168986083499005,3.9633455180634534,babies
Spinach Peas & Pear Stage 2 Baby Food,Apple and Carrot Stage 2 Baby Food,0.01214,0.15948502364687336,3.9633455180634534,babies
Broccoli & Apple Stage 2 Baby Food,Apple and Carrot Stage 2 Baby Food,0.01138,0.1784818067754078,4.435432573941545,babies
Apple and Carrot Stage 2 Baby Food,Broccoli & Apple Stage 2 Baby Food,0.01138,0.2828031809145129,4.435432573941545,babies
Baby Food Stage 2 Pumpkin Banana,Apple and Carrot Stage 2 Baby Food,0.01068,0.2593491986401166,6.445059608352798,babies
Apple and Carrot Stage 2 Baby Food,Baby Food Stage 2 Pumpkin Banana,0.01068,0.2654075546719682,6.445059608352797,babies
Apple and Carrot Stage 2 Baby Food,"Peach,  Apricot & Banana Stage 2 Baby Food",0.00796,0.1978131212723658,3.942070969955476,babies
"Peach,  Apricot & Banana Stage 2 Baby Food",Apple and Carrot Stage 2 Baby Food,0.00796,0.15862893583100837,3.9420709699554766,babies
"Apple and Carrot Stage 2 Baby Food, Baby Food Stage 2 Blueberry Pear & Purple Carrot",Spinach Peas & Pear Stage 2 Baby Food,0.00562,0.40315638450502156,5.296326648778528,babies
"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Spinach Peas & Pear Stage 2 Baby Food",Apple and Carrot Stage 2 Baby Food,0.00562,0.24434782608695652,6.072262079695739,babies
"Apple and Carrot Stage 2 Baby Food, Spinach Peas & Pear Stage 2 Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.00562,0.46293245469522243,5.645517740185639,babies
Apple and Carrot Stage 2 Baby Food,"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Spinach Peas & Pear Stage 2 Baby Food",0.00562,0.139662027833002,6.072262079695739,babies
"Apple and Carrot Stage 2 Baby Food, Broccoli & Apple Stage 2 Baby Food",Spinach Peas & Pear Stage 2 Baby Food,0.00546,0.4797891036906854,6.303062318584938,babies
"Broccoli & Apple Stage 2 Baby Food, Spinach Peas & Pear Stage 2 Baby Food",Apple and Carrot Stage 2 Baby Food,0.00546,0.24418604651162787,6.068241712515603,babies
"Apple and Carrot Stage 2 Baby Food, Spinach Peas & Pear Stage 2 Baby Food",Broccoli & Apple Stage 2 Baby Food,0.00546,0.44975288303130145,7.053840699989045,babies
Apple and Carrot Stage 2 Baby Food,"Broccoli & Apple Stage 2 Baby Food, Spinach Peas & Pear Stage 2 Baby Food",0.00546,0.1356858846918489,6.0682417125156025,babies
"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Broccoli & Apple Stage 2 Baby Food",Apple and Carrot Stage 2 Baby Food,0.00544,0.278974358974359,6.932762399959221,babies
"Apple and Carrot Stage 2 Baby Food, Baby Food Stage 2 Blueberry Pear & Purple Carrot",Broccoli & Apple Stage 2 Baby Food,0.00544,0.39024390243902446,6.120512898980936,babies
"Apple and Carrot Stage 2 Baby Food, Broccoli & Apple Stage 2 Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.00544,0.47803163444639724,5.8296540786146,babies
Apple and Carrot Stage 2 Baby Food,"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Broccoli & Apple Stage 2 Baby Food",0.00544,0.13518886679920478,6.932762399959219,babies
Organic Stage 4 Spinach Mango & Pear Baby Food,Organic Stage 4 Green Bean Pear & Pea Baby Food,0.01,0.2598752598752599,7.399637240183938,babies
Organic Stage 4 Green Bean Pear & Pea Baby Food,Organic Stage 4 Spinach Mango & Pear Baby Food,0.01,0.2847380410022779,7.399637240183937,babies
Organic Fiber & Protein Pear Blueberry & Spinach Baby Food,"Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack",0.0092,0.40069686411149824,21.427639792058727,babies
"Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack",Organic Fiber & Protein Pear Blueberry & Spinach Baby Food,0.0092,0.4919786096256684,21.427639792058727,babies
Broccoli & Apple Stage 2 Baby Food,"Peach,  Apricot & Banana Stage 2 Baby Food",0.00828,0.12986198243412797,2.5879231254310078,babies
"Peach,  Apricot & Banana Stage 2 Baby Food",Broccoli & Apple Stage 2 Baby Food,0.00828,0.16500597847748105,2.5879231254310078,babies
Baby Food Stage 2 Blueberry Pear & Purple Carrot,"Peach,  Apricot & Banana Stage 2 Baby Food",0.01652,0.20146341463414633,4.014814958831134,babies
"Peach,  Apricot & Banana Stage 2 Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.01652,0.329214826624153,4.014814958831134,babies
Spinach Peas & Pear Stage 2 Baby Food,"Peach,  Apricot & Banana Stage 2 Baby Food",0.01116,0.14661061481870732,2.921694197263996,babies
"Peach,  Apricot & Banana Stage 2 Baby Food",Spinach Peas & Pear Stage 2 Baby Food,0.01116,0.22239936229573534,2.921694197263996,babies
"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Spinach Peas & Pear Stage 2 Baby Food","Peach,  Apricot & Banana Stage 2 Baby Food",0.0055,0.23913043478260868,4.7654530646195425,babies
"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Peach,  Apricot & Banana Stage 2 Baby Food",Spinach Peas & Pear Stage 2 Baby Food,0.0055,0.33292978208232443,4.373749107755182,babies
"Peach,  Apricot & Banana Stage 2 Baby Food, Spinach Peas & Pear Stage 2 Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.0055,0.492831541218638,6.010140746568756,babies
Baby Food Stage 2 Pumpkin Banana,"Peach,  Apricot & Banana Stage 2 Baby Food",0.01122,0.27246236036911126,5.42970028635136,babies
"Peach,  Apricot & Banana Stage 2 Baby Food",Baby Food Stage 2 Pumpkin Banana,0.01122,0.223595057791949,5.42970028635136,babies
Broccoli & Apple Stage 2 Baby Food,Baby Food Stage 2 Pumpkin Banana,0.00996,0.1562107904642409,3.7933654799475693,babies
Baby Food Stage 2 Pumpkin Banana,Broccoli & Apple Stage 2 Baby Food,0.00996,0.241864983001457,3.7933654799475693,babies
Baby Food Stage 2 Blueberry Pear & Purple Carrot,Baby Food Stage 2 Pumpkin Banana,0.01356,0.16536585365853657,4.015683673106764,babies
Baby Food Stage 2 Pumpkin Banana,Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.01356,0.32928606119475473,4.015683673106765,babies
Baby Food Stage 2 Pumpkin Banana,Spinach Peas & Pear Stage 2 Baby Food,0.01234,0.2996600291403594,3.9366793108297347,babies
Spinach Peas & Pear Stage 2 Baby Food,Baby Food Stage 2 Pumpkin Banana,0.01234,0.1621124540199685,3.936679310829735,babies
"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Baby Food Stage 2 Pumpkin Banana","Peach,  Apricot & Banana Stage 2 Baby Food",0.00506,0.3731563421828909,7.43635596219392,babies
"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Peach,  Apricot & Banana Stage 2 Baby Food",Baby Food Stage 2 Pumpkin Banana,0.00506,0.30629539951573853,7.437965019809095,babies
"Baby Food Stage 2 Pumpkin Banana, Peach,  Apricot & Banana Stage 2 Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.00506,0.45098039215686275,5.499760879961741,babies
Baby Food Stage 2 Pumpkin Banana,"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Peach,  Apricot & Banana Stage 2 Baby Food",0.00506,0.12287518212724624,7.437965019809094,babies
"Baby Food Stage 2 Pumpkin Banana, Broccoli & Apple Stage 2 Baby Food",Spinach Peas & Pear Stage 2 Baby Food,0.0052,0.5220883534136546,6.8587539859912585,babies
"Broccoli & Apple Stage 2 Baby Food, Spinach Peas & Pear Stage 2 Baby Food",Baby Food Stage 2 Pumpkin Banana,0.0052,0.2325581395348837,5.647356472435252,babies
"Baby Food Stage 2 Pumpkin Banana, Spinach Peas & Pear Stage 2 Baby Food",Broccoli & Apple Stage 2 Baby Food,0.0052,0.4213938411669368,6.609062753559234,babies
Baby Food Stage 2 Pumpkin Banana,"Broccoli & Apple Stage 2 Baby Food, Spinach Peas & Pear Stage 2 Baby Food",0.0052,0.12627489072365225,5.647356472435252,babies
"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Baby Food Stage 2 Pumpkin Banana",Spinach Peas & Pear Stage 2 Baby Food,0.0058,0.4277286135693215,5.6191357536694895,babies
"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Spinach Peas & Pear Stage 2 Baby Food",Baby Food Stage 2 Pumpkin Banana,0.0058,0.25217391304347825,6.12369871402327,babies
"Baby Food Stage 2 Pumpkin Banana, Spinach Peas & Pear Stage 2 Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.0058,0.47001620745542944,5.731904968968651,babies
Baby Food Stage 2 Pumpkin Banana,"Baby Food Stage 2 Blueberry Pear & Purple Carrot, Spinach Peas & Pear Stage 2 Baby Food",0.0058,0.1408450704225352,6.123698714023269,babies
Stage 2 Sweet Potato Corn & Apple Baby Food,Broccoli & Apple Stage 2 Baby Food,0.00734,0.2728624535315985,4.279524051624819,babies
Baby Food Stage 2 Pumpkin Banana,Stage 2 Sweet Potato Corn & Apple Baby Food,0.00706,0.1714424477901894,6.373325196661316,babies
Stage 2 Sweet Potato Corn & Apple Baby Food,Baby Food Stage 2 Pumpkin Banana,0.00706,0.26245353159851303,6.373325196661317,babies
Stage 2 Sweet Potato Corn & Apple Baby Food,Apple and Carrot Stage 2 Baby Food,0.00694,0.25799256505576207,6.411346050093491,babies
Apple and Carrot Stage 2 Baby Food,Stage 2 Sweet Potato Corn & Apple Baby Food,0.00694,0.17246520874751492,6.411346050093491,babies
Stage 2 Sweet Potato Corn & Apple Baby Food,"Peach,  Apricot & Banana Stage 2 Baby Food",0.0062,0.23048327137546468,4.59313015893712,babies
"Peach,  Apricot & Banana Stage 2 Baby Food",Stage 2 Sweet Potato Corn & Apple Baby Food,0.0062,0.12355520127540852,4.59313015893712,babies
Stage 2 Sweet Potato Corn & Apple Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.00972,0.36133828996282524,4.406564511741771,babies
Stage 2 Sweet Potato Corn & Apple Baby Food,Spinach Peas & Pear Stage 2 Baby Food,0.00906,0.33680297397769515,4.4246318178887964,babies
Sweet Potatoes Stage 2,Organic Stage 2 Carrots Baby Food,0.0076,0.4012671594508976,17.676967376691522,babies
Organic Stage 2 Carrots Baby Food,Sweet Potatoes Stage 2,0.0076,0.33480176211453744,17.676967376691525,babies
"Happy Baby Spinach, Mango, and Pear Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.00604,0.16843279419966536,2.0540584658495775,babies
"Happy Baby Spinach, Mango, and Pear Baby Food",Spinach Peas & Pear Stage 2 Baby Food,0.00538,0.15002788622420524,1.9709391253836739,babies
"Happy Baby Spinach, Mango, and Pear Baby Food",Organic Stage 2 Broccoli Pears & Peas Baby Food,0.00644,0.1795872838817624,6.960747437277613,babies
Organic Stage 2 Broccoli Pears & Peas Baby Food,"Happy Baby Spinach, Mango, and Pear Baby Food",0.00644,0.2496124031007752,6.960747437277613,babies
Organic Apple & Butternut Squash Baby Food,Organic Stage 4 Green Bean Pear & Pea Baby Food,0.00664,0.3509513742071882,9.992920677881214,babies
Organic Stage 4 Green Bean Pear & Pea Baby Food,Organic Apple & Butternut Squash Baby Food,0.00664,0.18906605922551253,9.992920677881212,babies
Organic Apple & Butternut Squash Baby Food,"Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods",0.005,0.2642706131078224,7.642296503985611,babies
"Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods",Organic Apple & Butternut Squash Baby Food,0.005,0.14459224985540775,7.642296503985611,babies
Organic Strawberry Yogurt & Fruit Snack,Banana & Mango Organic Yogurt & Fruit Snacks ,0.00692,0.18702702702702703,7.165786476131303,babies
Banana & Mango Organic Yogurt & Fruit Snacks ,Organic Strawberry Yogurt & Fruit Snack,0.00692,0.26513409961685824,7.165786476131304,babies
Organic Mixed Berry Yogurt & Fruit Snack,Banana & Mango Organic Yogurt & Fruit Snacks ,0.00784,0.15806451612903225,6.056111729081695,babies
Banana & Mango Organic Yogurt & Fruit Snacks ,Organic Mixed Berry Yogurt & Fruit Snack,0.00784,0.30038314176245207,6.056111729081695,babies
"Organic Pears, Peas and Broccoli Puree Stage 1",Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,0.01732,0.3866071428571428,8.01756828820288,babies
Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,"Organic Pears, Peas and Broccoli Puree Stage 1",0.01732,0.359187059311489,8.01756828820288,babies
Organic Stage 2 Peaches & Bananas Baby Food,Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,0.00838,0.2817753866845999,5.843537674919118,babies
Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,Organic Stage 2 Peaches & Bananas Baby Food,0.00838,0.17378681045209457,5.843537674919118,babies
Organic Stage 2 Peaches & Bananas Baby Food,"Organic Pears, Peas and Broccoli Puree Stage 1",0.0078,0.26227303295225285,5.854308771255644,babies
"Organic Pears, Peas and Broccoli Puree Stage 1",Organic Stage 2 Peaches & Bananas Baby Food,0.0078,0.17410714285714285,5.854308771255644,babies
Stage 1 Apples & Strawberries Organic Pureed Baby Food,Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,0.00966,0.34206798866855526,7.093902709841461,babies
Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,Stage 1 Apples & Strawberries Organic Pureed Baby Food,0.00966,0.20033181252592286,7.093902709841461,babies
Organic Stage 2 Peaches & Bananas Baby Food,Stage 1 Apples & Strawberries Organic Pureed Baby Food,0.00932,0.3133826496301278,11.097119321180163,babies
Stage 1 Apples & Strawberries Organic Pureed Baby Food,Organic Stage 2 Peaches & Bananas Baby Food,0.00932,0.330028328611898,11.097119321180163,babies
Stage 1 Apples & Strawberries Organic Pureed Baby Food,"Organic Pears, Peas and Broccoli Puree Stage 1",0.0071,0.2514164305949009,5.6119738972076085,babies
"Organic Pears, Peas and Broccoli Puree Stage 1",Stage 1 Apples & Strawberries Organic Pureed Baby Food,0.0071,0.15848214285714288,5.6119738972076085,babies
"Organic Apples, Carrots and Parsnips Puree",Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,0.0117,0.5232558139534883,10.851427083232856,babies
Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,"Organic Apples, Carrots and Parsnips Puree",0.0117,0.2426379095810867,10.851427083232856,babies
"Organic Apples, Carrots and Parsnips Puree","Organic Pears, Peas and Broccoli Puree Stage 1",0.0093,0.4159212880143112,9.283957321748018,babies
"Organic Pears, Peas and Broccoli Puree Stage 1","Organic Apples, Carrots and Parsnips Puree",0.0093,0.2075892857142857,9.283957321748018,babies
"Organic Apples, Carrots and Parsnips Puree",Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,0.00752,0.3363148479427549,11.677598886901212,babies
Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,"Organic Apples, Carrots and Parsnips Puree",0.00752,0.2611111111111111,11.677598886901212,babies
"Organic Apples, Carrots and Parsnips Puree, Organic Pears, Peas and Broccoli Puree Stage 1",Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,0.00586,0.6301075268817204,13.067348131101626,babies
"Organic Apples, Carrots and Parsnips Puree, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food","Organic Pears, Peas and Broccoli Puree Stage 1",0.00586,0.5008547008547009,11.17979242979243,babies
"Organic Pears, Peas and Broccoli Puree Stage 1, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food","Organic Apples, Carrots and Parsnips Puree",0.00586,0.33833718244803695,15.13135878569038,babies
"Organic Apples, Carrots and Parsnips Puree","Organic Pears, Peas and Broccoli Puree Stage 1, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food",0.00586,0.2620751341681574,15.131358785690383,babies
"Organic Pears, Peas and Broccoli Puree Stage 1","Organic Apples, Carrots and Parsnips Puree, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food",0.00586,0.13080357142857144,11.17979242979243,babies
Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,"Organic Apples, Carrots and Parsnips Puree, Organic Pears, Peas and Broccoli Puree Stage 1",0.00586,0.12152633761924513,13.067348131101628,babies
"Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food, Organic Apples, Carrots and Parsnips Puree",Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,0.00534,0.7101063829787234,14.726387038131966,babies
"Organic Apples, Carrots and Parsnips Puree, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food",Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,0.00534,0.4564102564102564,15.847578347578347,babies
"Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food","Organic Apples, Carrots and Parsnips Puree",0.00534,0.38142857142857145,17.05852287247636,babies
"Organic Apples, Carrots and Parsnips Puree","Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food",0.00534,0.23881932021466903,17.05852287247636,babies
Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,"Organic Apples, Carrots and Parsnips Puree, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food",0.00534,0.18541666666666667,15.847578347578347,babies
Organic Fiber & Protein Pear Blueberry & Spinach Baby Food,Organic Stage 4 Green Bean Pear & Pea Baby Food,0.00512,0.2229965156794425,6.349559102489821,babies
Organic Stage 4 Green Bean Pear & Pea Baby Food,Organic Fiber & Protein Pear Blueberry & Spinach Baby Food,0.00512,0.1457858769931663,6.349559102489821,babies
"Mighty 4 Kale, Strawberry, Amaranth & Greek Yogurt Tots Snack","Mighty 4 Sweet Potato, Blueberry, Millet & Greek Yogurt Tots Snack",0.01068,0.5388496468213925,24.404422410389152,babies
"Mighty 4 Sweet Potato, Blueberry, Millet & Greek Yogurt Tots Snack","Mighty 4 Kale, Strawberry, Amaranth & Greek Yogurt Tots Snack",0.01068,0.4836956521739131,24.404422410389156,babies
Baby Food Stage 2 Blueberry Pear & Purple Carrot,Pear & Mango Stage 2 Baby Food,0.01076,0.13121951219512196,3.512299576957226,babies
Pear & Mango Stage 2 Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.01076,0.2880085653104925,3.5122995769572256,babies
"Peach,  Apricot & Banana Stage 2 Baby Food",Pear & Mango Stage 2 Baby Food,0.01112,0.22160223196492626,5.931537258161838,babies
Pear & Mango Stage 2 Baby Food,"Peach,  Apricot & Banana Stage 2 Baby Food",0.01112,0.29764453961456105,5.931537258161838,babies
Pear & Mango Stage 2 Baby Food,Spinach Peas & Pear Stage 2 Baby Food,0.00852,0.22805139186295503,2.995945768036719,babies
Apple and Carrot Stage 2 Baby Food,Pear & Mango Stage 2 Baby Food,0.00964,0.23956262425447317,6.412275809809239,babies
Pear & Mango Stage 2 Baby Food,Apple and Carrot Stage 2 Baby Food,0.00964,0.2580299785867238,6.412275809809239,babies
Pear & Mango Stage 2 Baby Food,Broccoli & Apple Stage 2 Baby Food,0.00642,0.17184154175588867,2.6951308305503243,babies
Baby Food Stage 2 Pumpkin Banana,Pear & Mango Stage 2 Baby Food,0.00758,0.18406993686255463,4.926925504886366,babies
Pear & Mango Stage 2 Baby Food,Baby Food Stage 2 Pumpkin Banana,0.00758,0.20289079229122056,4.926925504886366,babies
Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,0.014,0.48611111111111116,10.081109728558921,babies
Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,0.014,0.2903359601824969,10.081109728558921,babies
Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,"Organic Pears, Peas and Broccoli Puree Stage 1",0.01164,0.4041666666666667,9.021577380952381,babies
"Organic Pears, Peas and Broccoli Puree Stage 1",Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,0.01164,0.25982142857142854,9.02157738095238,babies
Organic Stage 2 Peaches & Bananas Baby Food,Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,0.00526,0.17686617350369874,6.141186579989539,babies
Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,Organic Stage 2 Peaches & Bananas Baby Food,0.00526,0.18263888888888888,6.141186579989538,babies
"Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food, Organic Pears, Peas and Broccoli Puree Stage 1",Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,0.00708,0.6082474226804124,12.614007106603328,babies
"Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food","Organic Pears, Peas and Broccoli Puree Stage 1",0.00708,0.5057142857142858,11.288265306122451,babies
"Organic Pears, Peas and Broccoli Puree Stage 1, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food",Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,0.00708,0.4087759815242495,14.193610469591997,babies
Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food,"Organic Pears, Peas and Broccoli Puree Stage 1, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food",0.00708,0.24583333333333335,14.193610469591995,babies
"Organic Pears, Peas and Broccoli Puree Stage 1","Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food, Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food",0.00708,0.1580357142857143,11.288265306122451,babies
Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,"Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food, Organic Pears, Peas and Broccoli Puree Stage 1",0.00708,0.14682704272086272,12.614007106603328,babies
Organic Strawberry Yogurt & Fruit Snack,Organic Mixed Berry Yogurt & Fruit Snack,0.01022,0.2762162162162162,5.568875326939843,babies
Organic Mixed Berry Yogurt & Fruit Snack,Organic Strawberry Yogurt & Fruit Snack,0.01022,0.2060483870967742,5.568875326939843,babies
"Pears, Kale & Spinach Organic Baby Food","Apples, Kale & Avocados Organic Baby Food",0.00628,0.34056399132321036,16.20190253678451,babies
"Apples, Kale & Avocados Organic Baby Food","Pears, Kale & Spinach Organic Baby Food",0.00628,0.2987630827783064,16.20190253678451,babies
Organic Stage 4 Spinach Mango & Pear Baby Food,"Banana, Peach and Mango Fruit Pouch",0.00522,0.13565488565488565,7.169919960617635,babies
"Banana, Peach and Mango Fruit Pouch",Organic Stage 4 Spinach Mango & Pear Baby Food,0.00522,0.2758985200845666,7.169919960617635,babies
Organic Atage 3 Nibbly Fingers Mangoes Carrots,Apples + Strawberries Organic Nibbly Fingers,0.00838,0.35538592027141647,12.212574579773761,babies
Apples + Strawberries Organic Nibbly Fingers,Organic Atage 3 Nibbly Fingers Mangoes Carrots,0.00838,0.28797250859106527,12.21257457977376,babies
Grain Free Turkey & Salmon Formula Cat Food,Grain Free Chicken Formula Cat Food,0.021403560684519405,0.40636704119850187,6.8267642869776495,pets
Grain Free Chicken Formula Cat Food,Grain Free Turkey & Salmon Formula Cat Food,0.021403560684519405,0.35956917978458985,6.826764286977649,pets
Classic Tender Beef & Chicken Feast Cat Food,Fancy Feast Wet Classic Chicken Feast Cat Food,0.006312570893130147,0.46043165467625896,12.415123220572477,pets
Fancy Feast Wet Classic Chicken Feast Cat Food,Classic Tender Beef & Chicken Feast Cat Food,0.006312570893130147,0.1702127659574468,12.415123220572479,pets
Classic Tender Beef & Chicken Feast Cat Food,Classic Tender Liver & Chicken Feast Cat Food,0.006361887853232727,0.46402877697841727,18.558405346728534,pets
Classic Tender Liver & Chicken Feast Cat Food,Classic Tender Beef & Chicken Feast Cat Food,0.006361887853232727,0.2544378698224852,18.558405346728534,pets
Classic Tender Beef & Chicken Feast Cat Food,Classic Tender Beef Feast Cat Food,0.005227597770873403,0.38129496402877694,15.494024019261545,pets
Classic Tender Beef Feast Cat Food,Classic Tender Beef & Chicken Feast Cat Food,0.005227597770873403,0.2124248496993988,15.494024019261545,pets
Grain Free Turkey & Salmon Formula Cat Food,"Food for Cats, Chicken & Herring Formula",0.010257927701336489,0.19475655430711608,11.966905005107252,pets
"Food for Cats, Chicken & Herring Formula",Grain Free Turkey & Salmon Formula Cat Food,0.010257927701336489,0.6303030303030303,11.966905005107252,pets
Grain Free Turkey Formula Cat Food,"Food for Cats, Chicken & Herring Formula",0.00616462001282241,0.20458265139116202,12.57067400684422,pets
